epoch,total_samples,speed_sps,train_loss,val_loss,lr
0.002,100096,0.0,0.24775567296368387,,2.7981557377049184e-05
0.004,200192,1425.2,0.14040905995594571,,4.600922131147541e-05
0.006,300288,1428.5,0.13248962918510826,,6.403688524590163e-05
0.008,400384,1389.8,0.1278747211751121,,8.206454918032786e-05
0.01,500480,1429.3,0.12233976349044029,,0.00010201000000000001
0.012,600576,1432.5,0.11612593832299532,,0.00012201900399479672
0.014,700672,1426.0,0.11126103029226708,,0.00014888637335882211
0.016,800768,1424.2,0.1070659340113935,,0.00016610781400623208
0.018,900864,1005.8,0.1026862542456983,,0.00018348636655497315
0.02,1000960,1438.7,0.09879905038782398,,0.00020268310020793385
0.022,1101056,1382.8,0.09575731070983745,,0.00022388823693662006
0.024,1201152,1429.9,0.09340830179660217,,0.0002448632674648481
0.026,1301248,1429.6,0.09127638102187526,,0.000267803349447676
0.028,1401344,1427.6,0.0894250985797104,,0.0002842786518371492
0.03,1501440,1428.7,0.08766506751403784,,0.0003047851924839281
0.032,1601536,1008.4,0.08624191576486354,,0.0003171606934873975
0.034,1701632,1440.1,0.08475536195670857,,0.00033003868945736674
0.036,1801728,1431.7,0.0834100848573553,,0.00035034271933694067
0.038,1901824,1430.5,0.08211851958423624,,0.00036456803861632505
0.04,2001920,1428.7,0.08084415229004058,,0.00038316467253100253
0.042,2102016,1386.7,0.07970229963131269,,0.00041080439109899365
0.044,2202112,1427.8,0.07853865002274818,,0.0004274846967032211
0.046,2302208,1007.5,0.07714725581124006,,0.0004583214558202664
0.048,2402304,1436.7,0.07574883255812213,,0.00047693114479560703
0.05,2502400,1429.5,0.07450458375008209,,0.0005113347408562375
0.052,2602496,1427.3,0.0732125875437656,,0.0005268286948389224
0.054,2702592,1426.4,0.0719471003888818,,0.0005482200524324489
0.056,2802688,1427.1,0.07085688587497263,,0.0005936437599362549
0.058,2902784,1424.3,0.06981464362967654,,0.0006055759995109737
0.06,3002880,1425.5,0.06861580079397582,,0.000636466461585386
0.062,3102976,934.4,0.06760054478026412,,0.0006689326476778264
0.064,3203072,1437.3,0.06646775183699015,,0.0006892019758351122
0.066,3303168,1429.1,0.06555818124195499,,0.000717186339753941
0.068,3403264,1413.6,0.06457503550612104,,0.0007537700508758251
0.07,3503360,1429.8,0.06374758147560727,,0.0007922198989348806
0.072,3603456,1424.8,0.06306658029708716,,0.0008243872036334315
0.074,3703552,1427.0,0.06240455340355863,,0.0008578606298936353
0.076,3803648,1384.7,0.06159475066549028,,0.0008664392361925717
0.078,3903744,1424.5,0.06067449049762143,,0.0009106363450393605
0.0799,4000000,1546.0,0.06032920674361447,,0.0009382295369303982
