total_samples,speed_sps,train_loss,val_loss,lr
100096,0.0,0.21320041972200585,0.1682225395990123,0.00018986175115207375
200192,1471.1,0.17788031876392071,0.1617402183138258,0.0002799539170506913
300288,1451.0,0.1736855131509664,0.1586929725969066,0.00037004608294930873
400384,1429.9,0.1710752852813667,0.155575468045931,0.00046013824884792633
500480,1412.8,0.16777918432527186,0.15128666560009796,0.0005502304147465439
600576,1346.9,0.16316889188326228,0.1455929177514836,0.0006403225806451612
700672,1428.2,0.1576706038411621,0.13838443222780955,0.0007304147465437788
800768,1415.9,0.1520983456726879,0.13242497369865622,0.0008205069124423963
900864,1415.0,0.14734380434998465,0.12695977074301504,0.0009105990783410139
1000960,1419.6,0.1433997236554275,0.12328079469137496,0.0010303010000000002
1101056,1407.6,0.14088168793627062,0.12032002330637097,0.0011380932804332896
1201152,1418.6,0.13836540883916723,0.11736834235701274,0.0012201900399479674
1301248,1411.2,0.1359732975740262,0.115342887388396,0.0013082088781170807
1401344,1424.7,0.134123277214482,0.1132638160781506,0.0013613274044862356
1501440,1300.0,0.13277795705039178,0.11173936136726718,0.0014166027560312685
1601536,1434.0,0.13153438338690707,0.11092892397017622,0.0014888637335882218
1701632,1418.5,0.13054236339028838,0.10949252909626182,0.0015493175715154753
1801728,1416.0,0.12953090999284975,0.10839211394124774,0.0015804588547029363
1901824,1414.6,0.1287697695024178,0.10749806275859035,0.001644631821843883
2001920,1417.5,0.12822036948197943,0.10717244864719404,0.0017114104687843503
2102016,1426.6,0.1275378624953882,0.10631791911013262,0.001745809819206916
2202112,1412.5,0.12685374111470665,0.10595422109882933,0.0018166966985640918
2302208,1409.6,0.1262672637277247,0.10479397937247104,0.00185321230220523
2402304,931.9,0.12564946773945523,0.10436077292547505,0.0019093664881743508
2502400,1488.2,0.1250811871855765,0.10339440017485955,0.0019284601530560944
2602496,1470.4,0.12288724057509771,0.10001550723195368,0.0015818463512670595
2702592,1430.6,0.12152958152544163,0.09982996511433892,0.0016136414629275276
2802688,1415.1,0.12143828273962831,0.09774026754106911,0.001222333408167602
2902784,1414.9,0.11891316889268358,0.09646741065078826,0.0012975315435227066
