epoch,total_samples,speed_sps,train_loss,val_loss,lr
0.002,100096,0.0,0.18858867353947875,,2.7981557377049184e-05
0.004,200192,1415.5,0.14071176210632713,,4.600922131147541e-05
0.006,300288,1427.1,0.13435299698349154,,6.403688524590163e-05
0.008,400384,1547.2,0.16981479399801824,,8.206454918032786e-05
0.01,500480,1541.6,0.19169705530719075,,0.00010201000000000001
0.012,600576,1538.4,0.15929354833977302,,0.00015187898946333444
0.014,700672,1368.3,0.14532041660202738,,0.00019477447545866543
0.016,800768,1415.2,0.13713482445310754,,0.00021515219505700354
0.018,900864,1417.4,0.13120065183590746,,0.00024243887867806747
0.02,1000960,1416.9,0.12164703617467905,,0.00027591805873929
0.022,1101056,1415.4,0.11770826894456468,,0.0003017675173108199
0.024,1201152,1539.4,0.1498027003710837,,0.0003235356234264942
0.026,1301248,1534.8,0.14036269066736218,,0.00024265171756987063
0.028,1401344,1530.6,0.14606992023832657,,0.00018198878817740296
0.03,1501440,1527.4,0.12152888597277424,,0.00018198878817740296
0.032,1601536,986.0,0.1139110704059796,,0.00013785650704438272
0.034,1701632,1427.5,0.11008720082776322,,0.00015227934781313068
0.036,1801728,1422.5,0.11218887981017837,,0.000153802141291262
0.038,1901824,1420.8,0.10739886335780859,,0.00016654568003720053
0.04,2001920,1541.8,0.1078327792265531,,0.00017330810249488782
0.042,2102016,1416.3,0.10859108310373848,,0.00012998107687116586
0.044,2202112,1374.1,0.10386356585623359,,0.00013797753229556012
0.046,2302208,1418.1,0.10204568697744623,,0.00014646593086193736
0.048,2402304,1538.9,0.11698024218801951,,0.00014940989607226232
0.05,2502400,1535.9,0.10776664834955464,,0.00011205742205419674
0.052,2602496,1416.0,0.10111140743698306,,8.573233217811458e-05
0.054,2702592,1414.1,0.0992019632092827,,8.921340865119806e-05
0.056,2802688,1537.9,0.09842428195354579,,9.191666414673802e-05
0.058,2902784,1412.0,0.09761214387767456,,9.376418909608745e-05
0.06,3002880,1537.0,0.09699902369085785,,9.854710507946475e-05
0.062,3102976,1534.4,0.09735688933021272,,9.854710507946475e-05
0.064,3203072,1534.0,0.09749749102784544,,7.464943209769455e-05
0.066,3303168,1389.9,0.09759630844035112,,5.598707407327091e-05
0.068,3403264,1536.1,0.0957046085039673,,5.76835384047651e-05
0.07,3503360,1522.2,0.09499573722824721,,5.943140730196789e-05
0.072,3603456,1520.7,0.09449885751280333,,6.184456075837107e-05
0.074,3703552,1397.5,0.09409674889672442,,6.499925490106806e-05
0.076,3803648,1535.3,0.09389568463234646,,6.630573992457953e-05
0.078,3903744,1523.4,0.0940134228228608,,6.696879732382533e-05
0.08,4003840,1397.4,0.09325123382041521,,5.1748514138650924e-05
0.082,4103936,1535.8,0.09291638761682583,,5.2265999280037435e-05
0.084,4204032,1521.4,0.09279858094194661,,5.278865927283781e-05
0.086,4304128,1514.1,0.09235431894164561,,3.9987409399174645e-05
0.088,4404224,1518.6,0.3272889242757617,,4.038728349316639e-05
0.09,4504320,1509.7,0.09223663441055571,,3.0290462619874794e-05
0.092,4604416,1512.1,0.09196782754281597,,2.2717846964906097e-05
0.094,4704512,1516.9,0.09171439072741266,,2.2717846964906097e-05
0.096,4804608,1394.3,0.09120123856284125,,1.7038385223679573e-05
0.098,4904704,1535.0,0.09095488846911799,,1.720876907591637e-05
0.1,5004800,1510.2,0.09086732661632625,,1.2906576806937278e-05
0.102,5104896,1512.7,0.09079347051622923,,9.776731931254987e-06
0.104,5204992,1514.0,0.0906876940327837,,9.776731931254987e-06
0.106,5305088,1513.0,0.0908790149385362,,7.405874437925653e-06
0.108,5405184,1515.7,0.09056949954660957,,7.405874437925653e-06
0.11,5505280,1506.6,0.09045829481023657,,5.554405828444239e-06
0.112,5605376,1516.2,0.0903927767673112,,4.249537039196977e-06
0.114,5705472,1517.6,0.09044710651535512,,4.292032409588946e-06
0.116,5805568,1509.7,0.09028831021407681,,4.292032409588946e-06
0.118,5905664,1513.6,0.09028114961541217,,3.2190243071917096e-06
0.12,6005760,1517.6,0.09025231693559291,,3.283726695766263e-06
0.122,6105856,1509.7,0.09018660563489665,,2.462795021824697e-06
0.124,6205952,1522.2,0.09014515517770177,,1.8470962663685227e-06
0.126,6306048,1514.0,0.0901467304705354,,1.8470962663685227e-06
0.128,6406144,1512.8,0.09017386277923194,,1.385322199776392e-06
0.13,6506240,1395.3,0.09014861171355333,,1.038991649832294e-06
0.132,6606336,1534.4,0.09044856021700003,,0.00010201000000000001
0.134,6706432,1510.8,0.09181728328356657,,0.00010201000000000001
