epoch,total_samples,speed_sps,train_loss,val_loss,lr
0.002,100096,0.0,0.2740292645552579,,2.7981557377049184e-05
0.004,200192,1485.4,0.1462527457862864,,4.600922131147541e-05
0.006,300288,1617.2,0.1416157731390975,,6.403688524590163e-05
0.008,400384,1614.4,0.15015534599266395,,8.206454918032786e-05
0.01,500480,1478.4,0.14763358060051412,,0.000101
0.012,600576,1029.8,0.13825713776414048,,0.00012201900399479672
0.014,700672,1493.5,0.13241567918101846,,0.0001416602756031268
0.016,800768,1485.2,0.12870212651960686,,0.00017114104687843492
0.018,900864,1481.3,0.1237018646296028,,0.0002047099312100132
0.02,1000960,1616.2,0.1188321719922678,,0.0002473119001394966
0.022,1101056,1480.2,0.1161851234105237,,0.000267803349447676
0.024,1201152,1480.1,0.11238931351915345,,0.0002928925792664667
0.026,1301248,1477.2,0.10871210458028652,,0.0003140204886013836
0.028,1401344,1441.6,0.10509469100962514,,0.00034003919178661446
0.03,1501440,1613.7,0.10343559947617524,,0.00036456803861632505
0.032,1601536,1610.5,0.1819007777420761,,0.00036456803861632505
0.034,1701632,1608.8,0.1452908813191192,,0.0002734260289622438
0.036,1801728,1608.7,0.16724967106681346,,0.00020506952172168283
0.038,1901824,1606.9,0.13577104941048584,,0.00015380214129126214
