epoch,total_samples,speed_sps,train_loss,val_loss,lr
0.002,100096,0.0,0.2838130295657746,,2.7972350230414744e-05
0.004,200192,1370.2,0.14622915233187664,,4.599078341013825e-05
0.006,300288,1364.5,0.13681571338030382,,6.400921658986176e-05
0.008,400384,1361.9,0.13361728343817278,,8.202764976958526e-05
0.01,500480,1331.2,0.13071235999121994,,0.000101
0.012,600576,1359.6,0.1267912334302807,,0.00011961474756866651
0.014,700672,1357.0,0.12154636417737093,,0.00013886900853164082
0.016,800768,1355.8,0.11658918682266683,,0.0001628348338459289
0.018,900864,1356.3,0.11225648090967437,,0.00018532123022052289
0.02,1000960,1351.4,0.10816723077803317,,0.00021091284683560782
0.022,1101056,1357.8,0.10414561861768708,,0.00024003849374066086
0.024,1201152,1311.0,0.1006150886492656,,0.00027318619677157426
0.026,1301248,1358.6,0.09763958773878224,,0.0002928925792664667
0.028,1401344,1357.9,0.09491947988796112,,0.0003203323004222715
0.03,1501440,1357.3,0.09273814406160198,,0.0003538461465303101
0.032,1601536,1359.2,0.09094771523686017,,0.00038316467253100253
0.034,1701632,1360.2,0.0890947501639576,,0.0003987226947260981
0.036,1801728,1354.3,0.0875848524672601,,0.00043175954367025333
0.038,1901824,1361.1,0.08607052876363935,,0.0004537836196240261
0.04,2001920,1352.6,0.08493873307390896,,0.0004962964617681992
0.042,2102016,1359.1,0.0838850679452462,,0.0005216125691474479
0.044,2202112,1319.9,0.08271808020980156,,0.0005592392754863411
0.046,2302208,1363.2,0.0814749878423903,,0.0005995801975356175
0.048,2402304,1358.8,0.08037278490603122,,0.0006492594374632524
0.05,2502400,1362.3,0.07927305842070934,,0.0006689326476778264
0.052,2602496,1356.6,0.0780306216853354,,0.000717186339753941
0.054,2702592,1356.4,0.07702321810719302,,0.0007537700508758251
0.056,2802688,1357.7,0.07591943429482867,,0.0007689208288984293
0.058,2902784,1354.9,0.07485033899469448,,0.0008001420979242294
0.06,3002880,1354.7,0.07377863637245524,,0.0008243872036334315
0.062,3102976,1351.1,0.07279566025642482,,0.0008493669602907281
0.064,3203072,1320.0,0.07204129489715141,,0.0008926932114884428
0.066,3303168,1362.7,0.07129313019306763,,0.0009289401355746517
0.068,3403264,1357.1,0.07062240085943276,,0.0009570879506226992
0.07,3503360,1352.8,0.06926498398222887,,0.0007695958702036831
0.072,3603456,1358.1,0.06687673299437594,,0.0007850647471947771
0.074,3703552,1357.5,0.06593300133486234,,0.0008088529940995261
0.076,3803648,1357.6,0.06542047570504801,,0.000850112625852078
0.078,3903744,1312.1,0.06493466576118298,,0.0008758718885280218
0.0799,4000000,1463.1,0.06448766667435461,,0.000893476913487435
