total_samples,speed_sps,train_loss,val_loss,lr
100096,0.0,0.3014343121015202,0.1563356290818893,1.4493662783254386e-05
200192,1177.3,0.14217528373079227,0.1301205451959284,1.8998847778773527e-05
300288,1478.3,0.12642525020234116,0.12090703905948662,2.3504032774292663e-05
400384,1469.1,0.12004570944992173,0.11631639087447967,2.8009217769811802e-05
500480,1465.7,0.11640121743959539,0.11343846322111205,3.251440276533094e-05
600576,1463.4,0.11413742815289656,0.11165799654368462,3.701958776085008e-05
700672,1461.8,0.11253550919273016,0.110108615412716,4.152477275636923e-05
800768,1421.0,0.1110410141136945,0.10862515670956198,4.6029957751888366e-05
900864,1460.1,0.10951937969459598,0.10705190726497313,5.0535142747407505e-05
1000960,1459.0,0.10792162137873032,0.10531671764225911,5.5040327742926644e-05
1101056,1458.7,0.10621881092448368,0.10364439904194897,5.9545512738445784e-05
1201152,1457.9,0.10465601951722293,0.10205558047183053,6.405069773396492e-05
1301248,1456.2,0.10316124663252355,0.1005084090369194,6.855588272948407e-05
1401344,1457.0,0.10149962453128737,0.09864968661145793,7.30610677250032e-05
1501440,1457.4,0.09963475851832754,0.096590565322778,7.756625272052235e-05
1601536,1456.9,0.09750675392882599,0.09410559502822935,8.20714377160415e-05
1701632,1456.5,0.09495473378683295,0.09140335896897978,8.657662271156063e-05
1801728,1416.1,0.09243345380667835,0.08894609568724125,9.108180770707977e-05
1901824,1455.1,0.0901347065673155,0.08648316535304706,9.55869927025989e-05
2001920,1453.3,0.08802785798716728,0.08441737549122542,0.00010201000000000001
2102016,1455.1,0.08647586449104197,0.08308449083715728,0.00011156683466653167
2202112,1452.3,0.08492884544841468,0.08133304890028015,0.00011609689553699987
2302208,1453.7,0.08349893154466853,0.07997115970935574,0.00012447158597509212
2402304,1452.0,0.08233495576835959,0.07883998396219832,0.00013345038765672336
2502400,1384.6,0.08116427065847474,0.07757919180051316,0.0001416602756031268
2602496,1454.2,0.07991844653854589,0.07620698514021416,0.00014741225085031893
2702592,1456.3,0.0786145397311891,0.07500577656321665,0.00015493175715154746
2802688,1453.5,0.0774105245347523,0.0736891981014648,0.0001628348338459289
2902784,1452.6,0.07633111225750745,0.07288226430781637,0.00017458098192069146
3002880,919.8,0.07539818609309623,0.0716463594281766,0.00017987096025387034
3102976,1472.2,0.07429384394451176,0.07052790247788841,0.0001890461869479554
3203072,1460.7,0.07315458067695198,0.06944520632419401,0.0001967222202132521
3303168,1457.9,0.07212230102028079,0.0683455715978312,0.00020675703052211333
3403264,1455.0,0.07112280027869412,0.06734630756151976,0.0002130219753039639
3503360,1408.2,0.07008184151500083,0.06624607603060967,0.00022612711930598627
3603456,1453.5,0.06902528338877441,0.06528620990446209,0.00023766187499075331
3703552,1452.2,0.06807860122312365,0.06443262790018904,0.0002473119001394966
3803648,1452.2,0.06706512513596688,0.06328189210184076,0.0002625265654814979
3903744,1453.4,0.06595920961912331,0.06193311429009408,0.00027318619677157426
4003840,1449.4,0.06482823705657974,0.06086220243970291,0.0002814640117199497
4103936,1451.9,0.06363170421527475,0.059810622822081924,0.0003047851924839281
4204032,1450.8,0.06270328461361663,0.058667435742751246,0.0003203323004222715
4304128,1451.4,0.06171164270061666,0.057777259008107186,0.00034003919178661446
4404224,1443.9,0.06059069611379862,0.05679990064645031,0.0003573846079956132
4504320,1416.6,0.059665377011232056,0.05592992706953536,0.0003793709629019827
4604416,1452.3,0.05895304986659218,0.05535633861014824,0.0003987226947260981
4704512,1451.0,0.05799478767892284,0.054244206092999354,0.00041080439109899365
4804608,1440.2,0.05707780133618418,0.05368898921652442,0.0004274846967032211
4904704,1432.8,0.05618775070971235,0.052930143267523586,0.00044043791049802546
5004800,1437.4,0.055373343122203635,0.05222827244480172,0.00046290467037846903
5104896,1439.2,0.05461025805881871,0.05108791233223467,0.0004722090542530763
5204992,1387.1,0.053802134121394216,0.05055025710436531,0.0004913826354140587
5305088,1449.5,0.05316406132086464,0.049920215906589335,0.00050627202064974
5405184,1439.7,0.05240616048007365,0.04861541214862015,0.0005113347408562375
5505280,1568.8,0.051703617043431155,0.0487587050895265,0.0005164480882647998
5605376,1423.4,0.05109415538704304,0.04750666624653759,0.0005320969817873116
5705472,1565.6,0.05040702418140743,0.047770798931713696,0.0005374179516051847
5805568,1422.7,0.049085516196763726,0.044446688623412216,0.00044082457421009037
5905664,1429.7,0.047416270255585154,0.04338887724273338,0.0004541819996332303
6005760,1446.0,0.04682541657667941,0.04293729894032279,0.0004633110578258583
6105856,1441.0,0.046412236007202005,0.04198600774044225,0.0004679441684041169
6205952,1432.9,0.044892110254453575,0.0395430730571362,0.00037254912308789845
6306048,1438.6,0.0437238839028589,0.03888707365565197,0.00038767611140725077
6406144,1398.9,0.04348684106107868,0.03865056708300432,0.00039546840124653654
6506240,1570.7,0.04313452689505904,0.03893155008679371,0.0004034173161115919
6606336,1428.6,0.04291768515925578,0.038033095094103984,0.0004074514892727078
6706432,1433.0,0.04257464392677597,0.037714365479929624,0.00041564126420708927
