epoch,total_samples,speed_sps,train_loss,val_loss,lr
0.002,100096,0.0,0.24865639270723933,,2.7981557377049184e-05
0.004,200192,1431.6,0.1424415331819783,,4.600922131147541e-05
0.006,300288,1427.4,0.13476634040817886,,6.403688524590163e-05
0.008,400384,1428.5,0.13057486602412466,,8.206454918032786e-05
0.01,500480,1424.8,0.1260602919532515,,0.000101
0.012,600576,1423.1,0.12071904782062906,,0.00011961474756866651
0.014,700672,1002.3,0.11541036636475711,,0.00013886900853164082
0.016,800768,1430.7,0.11092504767505713,,0.00015804588547029355
0.018,900864,1545.3,0.1896176311899634,,0.00016122260776824644
0.02,1000960,1542.6,0.21229256678115377,,0.00012091695582618482
0.022,1101056,1532.5,0.18443146854867715,,9.068771686963862e-05
0.024,1201152,1532.1,0.17091188002425386,,6.801578765222897e-05
0.026,1301248,1520.6,0.1597638643534897,,6.801578765222897e-05
0.028,1401344,1521.7,0.15210576450733274,,5.1011840739171725e-05
0.03,1501440,1515.6,0.1465778096252695,,3.8258880554378794e-05
0.032,1601536,1513.6,0.14111680844250848,,2.8694160415784097e-05
0.034,1701632,1524.5,0.13673444862103523,,2.8694160415784097e-05
0.036,1801728,1521.6,0.13347863537423751,,2.1520620311838073e-05
0.038,1901824,1517.8,0.13116386220278337,,1.6140465233878553e-05
0.04,2001920,1514.6,0.12914949964226968,,1.2105348925408915e-05
0.042,2102016,1518.0,0.12760519876580714,,9.079011694056685e-06
0.044,2202112,1524.2,0.12643121474463007,,9.079011694056685e-06
0.046,2302208,1518.0,0.12549795336125757,,6.809258770542514e-06
0.048,2402304,1514.0,0.12476175063101531,,5.106944077906886e-06
0.05,2502400,1523.0,0.1241696051243321,,3.830208058430164e-06
0.052,2602496,1519.1,0.12372386529851143,,3.830208058430164e-06
0.054,2702592,1523.5,0.1233570593816545,,2.8726560438226235e-06
0.056,2802688,1523.8,0.12307117321073552,,2.1544920328669676e-06
0.058,2902784,1519.7,0.12285462496302012,,1.6158690246502256e-06
0.06,3002880,1518.5,0.12266713840043758,,1.2119017684876693e-06
0.062,3102976,1520.7,0.1225734887563664,,1.2119017684876693e-06
0.064,3203072,1521.9,0.1260813123086834,,0.00010406040100000001
0.066,3303168,1514.6,0.13839043871216153,,7.804530075000001e-05
0.068,3403264,1523.3,0.12294285208977701,,8.794339836927741e-05
0.07,3503360,1517.7,0.117587761081698,,9.909682251736883e-05
0.072,3603456,1518.1,0.11364468148983348,,0.00011278142781930776
0.074,3703552,1384.8,0.11049188553448529,,0.00012835578515882625
0.076,3803648,1404.2,0.10788114147875315,,0.0001376147749162299
0.078,3903744,1409.1,0.1056307399897929,,0.0001460808565939991
0.08,4003840,1531.8,0.10320703872024556,,0.00015506777289158504
0.082,4103936,1356.2,0.1024155630670545,,0.00016297778775568024
0.084,4204032,1413.0,0.10007325161600966,,0.00016959533947948974
0.086,4304128,903.6,0.09831081422241143,,0.00017648159033966835
0.088,4404224,1424.8,0.09695928479018419,,0.00018364745059863617
0.09,4504320,1542.1,0.0955842749770645,,0.0001930153162544099
0.092,4604416,1410.6,0.09508739491862714,,0.00020488964757868082
0.094,4704512,1535.0,0.09373038037277548,,0.00021966943444985017
0.096,4804608,1530.3,0.09324122275537847,,0.00022858889436294625
0.098,4904704,1394.6,0.09255105676248555,,0.0002355153664510379
0.1,5004800,1531.1,0.0916947183173026,,0.00024024922531670374
0.102,5104896,1511.3,0.0911083687716128,,0.00025250435033659493
0.104,5204992,1518.1,0.0946133172763583,,0.00025250435033659493
0.106,5305088,1510.3,0.09052535258900479,,0.00019903845742329942
0.108,5405184,1523.2,0.08953980434581142,,0.00020919141910828867
0.11,5505280,1515.1,0.08915190366299255,,0.00021986228387749256
0.112,5605376,1514.6,0.0954119586350058,,0.00021986228387749256
0.114,5705472,1399.8,0.08909510998317348,,0.0001648967129081194
0.116,5805568,1541.8,0.0874585383154852,,0.00018034510642167136
0.118,5905664,1387.8,0.08623348323204329,,0.00018580974349135444
0.12,6005760,1543.5,0.08639787613888227,,0.00018580974349135444
0.122,6105856,1395.5,0.08539356249372673,,0.00014940989607226243
0.124,6205952,1542.5,0.08424365061247135,,0.0001524130349833149
0.126,6306048,1397.7,0.08330516924943461,,0.00011660740273985965
0.128,6406144,1380.2,0.08231303869458416,,0.00011895121153493084
0.13,6506240,1544.6,0.08184644248327026,,0.00012255555219565077
0.132,6606336,1522.2,0.08188547052995628,,0.00012378110771760727
0.134,6706432,1514.6,0.08111653597001224,,0.00012501891879478335
0.136,6806528,1516.0,0.08351637952772857,,0.0001262691079827312
0.138,6906624,1524.0,0.08729784617491086,,9.470183098704839e-05
0.14,7006720,1514.3,0.08172204122518945,,7.10263732402863e-05
0.142,7106816,1532.0,0.07974202454547442,,7.317854337584021e-05
0.144,7206912,1518.5,0.07907873277773943,,7.614988568285826e-05
0.146,7307008,1518.1,0.0786396634700658,,7.845730336893456e-05
0.148,7407104,1527.5,0.07825925824282419,,8.083463811831664e-05
0.15,7507200,1519.3,0.08120943508718324,,8.164298449949982e-05
0.152,7607296,1517.5,0.08275984545879046,,6.123223837462486e-05
0.154,7707392,1519.9,0.07906084892618687,,4.638342056877833e-05
0.156,7807488,1514.3,0.07765564070943066,,4.874944117580108e-05
0.158,7907584,1521.2,0.07721267770165982,,4.923693558755909e-05
0.1598,8000000,1498.2,0.07718676235784784,,4.923693558755909e-05
