epoch,total_samples,speed_sps,train_loss,val_loss,lr
0.002,100096,0.0,0.27894514414203136,,2.7972350230414744e-05
0.004,200192,975.0,0.1259765810597583,,4.599078341013825e-05
0.006,300288,1396.0,0.112195665497914,,6.400921658986176e-05
0.008,400384,1343.4,0.10912579616241137,,8.202764976958526e-05
0.01,500480,1366.0,0.10667960627761948,,0.000101
0.012,600576,1360.8,0.10438315284526561,,0.00010936852726843611
0.014,700672,1353.9,0.10199081326079795,,0.00011843044313729357
0.016,800768,1351.4,0.09974654039839649,,0.00012571630183484304
0.018,900864,1355.9,0.09767316239874077,,0.00013345038765672336
0.02,1000960,1354.9,0.0958801954603561,,0.00014595272361417715
0.022,1101056,1358.7,0.09400667861828109,,0.00015493175715154746
0.024,1201152,1350.9,0.09216245219987981,,0.00016446318218438818
0.026,1301248,1347.1,0.09021522642096595,,0.00017987096025387034
0.028,1401344,1319.3,0.08822872221012555,,0.00020268310020793385
0.03,1501440,1357.5,0.0862558079726251,,0.00021515219505700354
0.032,1601536,1353.1,0.08412245298971606,,0.0002306722744040366
0.034,1701632,1354.5,0.0820881229303682,,0.00025992729255593853
0.036,1801728,1348.2,0.08004979547256094,,0.0002786772393266829
0.038,1901824,1349.6,0.07772975150124191,,0.0003078330444087674
0.04,2001920,1360.4,0.07550373980227638,,0.0003235356234264942
0.042,2102016,1313.2,0.07306746904121335,,0.00035034271933694067
0.044,2202112,1355.9,0.07113725512914951,,0.00038316467253100253
0.046,2302208,1353.2,0.06931688958574134,,0.0004067370208900927
0.048,2402304,1350.6,0.06788463955340178,,0.00043607713910695587
0.05,2502400,1351.8,0.06668853599702002,,0.0004675337170822537
0.052,2602496,965.7,0.06557436658979376,,0.0004913826354140587
0.054,2702592,1392.3,0.06470372560231583,,0.0005268286948389224
0.056,2802688,1364.9,0.06368924420126869,,0.0005482200524324489
0.058,2902784,1355.6,0.06283544870974768,,0.000587766098946787
0.06,3002880,1351.7,0.062151842228973006,,0.0006116317595060834
0.062,3102976,1318.5,0.06119511409869889,,0.00064283112620124
0.064,3203072,1353.9,0.060283238387397485,,0.0006689326476778264
0.066,3303168,1350.2,0.059368493030671876,,0.0006823781938961507
0.068,3403264,1352.1,0.05806213812640561,,0.0005541883522761189
0.07,3503360,1352.2,0.055814248597835334,,0.0005882821031694658
0.072,3603456,1345.6,0.05508287906494287,,0.0006061076391776038
0.074,3703552,1347.7,0.054196080054773395,,0.0006244733067523243
0.076,3803648,1353.6,0.05347013671684753,,0.0006563277214158731
0.078,3903744,1450.1,0.0527741203699118,,0.0006829772587795204
0.0799,4000000,1432.7,0.052094436825272886,,0.0006967051016809888
