experiment,model_name,sweep_type,vary_param,vary_value,seq_len,n_hidden,b,hidden_dim,bottleneck,params,batch_size,total_samples,total_symbols,final_train_loss,final_val_loss,final_epoch,train_loss_ema,speed_avg_sps,status,duration_seconds
interleaved_sweep,sweep_n2,grid,n,,128,2,12.5262,33671,160,384001172,256,10000128,1280016384,0.08624735851324884,,0.1998,0.08617849239758904,1484.4,done,6736.8
interleaved_sweep,sweep_n3,grid,n,,128,3,8.35286,22453,160,384016832,256,10000128,1280016384,0.12977516379649356,,0.1998,0.12217006012858005,1426.8,done,7008.7
interleaved_sweep,sweep_n4,grid,n,,128,4,6.26283,16835,160,384006856,256,10000128,1280016384,0.10910727679308525,,0.1998,0.1093230884772165,1424.0,done,7022.7
